image_path,mask_path,split,px_class0,px_class1,px_class2,px_class3,px_class4,px_class5,px_class6,px_class7
..\data\leftImg8bit\train\jena\jena_000044_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000044_000019_gtFine_labelIds.png,train,436566,733236,338051,20544,415464,47815,36780,68696
..\data\leftImg8bit\train\jena\jena_000045_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000045_000019_gtFine_labelIds.png,train,191374,920820,469573,77260,296852,74070,58095,9108
..\data\leftImg8bit\train\jena\jena_000046_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000046_000019_gtFine_labelIds.png,train,150205,965076,418589,19893,482354,10256,45874,4905
..\data\leftImg8bit\train\jena\jena_000047_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000047_000019_gtFine_labelIds.png,train,191787,929558,538490,36966,259996,49141,7218,83996
..\data\leftImg8bit\train\jena\jena_000048_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000048_000019_gtFine_labelIds.png,train,190703,895678,653941,26169,147079,56196,11900,115486
..\data\leftImg8bit\train\jena\jena_000049_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000049_000019_gtFine_labelIds.png,train,202891,967391,756111,20989,68506,66271,10870,4123
..\data\leftImg8bit\train\jena\jena_000050_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000050_000019_gtFine_labelIds.png,train,217065,835557,361654,51675,274221,150657,173,206150
..\data\leftImg8bit\train\jena\jena_000051_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000051_000019_gtFine_labelIds.png,train,309342,1001737,322105,40547,310571,42826,52529,17495
..\data\leftImg8bit\train\jena\jena_000052_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000052_000019_gtFine_labelIds.png,train,197903,865267,240309,47121,630441,0,13136,102975
..\data\leftImg8bit\train\jena\jena_000053_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000053_000019_gtFine_labelIds.png,train,160813,880643,785764,57037,0,0,86913,125982
..\data\leftImg8bit\train\jena\jena_000054_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000054_000019_gtFine_labelIds.png,train,144215,904892,806010,73633,74802,0,69592,24008
..\data\leftImg8bit\train\jena\jena_000055_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000055_000019_gtFine_labelIds.png,train,195186,1024548,331587,29420,345814,86089,31980,52528
..\data\leftImg8bit\train\jena\jena_000056_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000056_000019_gtFine_labelIds.png,train,134219,961716,830300,9425,6204,16120,9877,129291
..\data\leftImg8bit\train\jena\jena_000057_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000057_000019_gtFine_labelIds.png,train,116231,845931,1067634,13000,0,11293,19726,23337
..\data\leftImg8bit\train\jena\jena_000058_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000058_000019_gtFine_labelIds.png,train,199593,716536,782166,15290,24353,49779,14826,294609
..\data\leftImg8bit\train\jena\jena_000059_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000059_000019_gtFine_labelIds.png,train,269412,600362,847316,23447,5246,14722,13326,323321
..\data\leftImg8bit\train\jena\jena_000060_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000060_000019_gtFine_labelIds.png,train,755372,323345,759177,6104,85477,0,44671,123006
..\data\leftImg8bit\train\jena\jena_000061_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000061_000019_gtFine_labelIds.png,train,126396,850798,366589,44942,467013,23858,12121,205435
..\data\leftImg8bit\train\jena\jena_000062_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000062_000019_gtFine_labelIds.png,train,206842,662939,512546,6225,340164,0,34295,334141
..\data\leftImg8bit\train\jena\jena_000063_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000063_000019_gtFine_labelIds.png,train,118009,861103,373921,28974,486644,7948,0,220553
..\data\leftImg8bit\train\jena\jena_000064_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000064_000019_gtFine_labelIds.png,train,120247,826752,658784,31584,141001,34679,0,284105
..\data\leftImg8bit\train\jena\jena_000065_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000065_000019_gtFine_labelIds.png,train,134419,842049,523008,21748,345128,19593,23710,187497
..\data\leftImg8bit\train\jena\jena_000066_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000066_000019_gtFine_labelIds.png,train,125259,794094,620897,20675,247529,50786,6627,231285
..\data\leftImg8bit\train\jena\jena_000067_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000067_000019_gtFine_labelIds.png,train,125536,880332,86310,16904,791172,40050,3003,153845
..\data\leftImg8bit\train\jena\jena_000068_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000068_000019_gtFine_labelIds.png,train,129817,898203,249538,21680,550337,77230,3337,167010
..\data\leftImg8bit\train\jena\jena_000069_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000069_000019_gtFine_labelIds.png,train,128493,899088,688190,4750,113165,3144,2020,258302
..\data\leftImg8bit\train\jena\jena_000070_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000070_000019_gtFine_labelIds.png,train,121505,769459,828353,10841,16066,3612,75758,271558
..\data\leftImg8bit\train\jena\jena_000071_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000071_000019_gtFine_labelIds.png,train,188328,769553,1026342,3942,34821,17144,47817,9205
..\data\leftImg8bit\train\jena\jena_000072_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000072_000019_gtFine_labelIds.png,train,150033,814766,1034254,19091,0,7421,11909,59678
..\data\leftImg8bit\train\jena\jena_000073_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000073_000019_gtFine_labelIds.png,train,144779,756900,889427,0,12565,26074,11961,255446
..\data\leftImg8bit\train\jena\jena_000074_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000074_000019_gtFine_labelIds.png,train,137359,826305,952242,16299,55674,2654,28215,78404
..\data\leftImg8bit\train\jena\jena_000075_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000075_000019_gtFine_labelIds.png,train,297919,663501,388990,51835,339627,20999,259366,74915
..\data\leftImg8bit\train\jena\jena_000076_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000076_000019_gtFine_labelIds.png,train,153347,981365,403227,39742,322328,37977,39040,120126
..\data\leftImg8bit\train\jena\jena_000077_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000077_000019_gtFine_labelIds.png,train,158867,1016295,637860,22614,112374,64697,63420,21025
..\data\leftImg8bit\train\jena\jena_000078_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000078_000019_gtFine_labelIds.png,train,196964,938230,539725,21584,222198,106313,47828,24310
..\data\leftImg8bit\train\jena\jena_000079_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000079_000019_gtFine_labelIds.png,train,132105,859036,829330,15715,147145,0,81021,32800
..\data\leftImg8bit\train\jena\jena_000080_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000080_000019_gtFine_labelIds.png,train,178482,647324,162018,5447,615323,71718,10296,406544
..\data\leftImg8bit\train\jena\jena_000081_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000081_000019_gtFine_labelIds.png,train,197166,809236,356559,15977,487268,106207,83739,41000
..\data\leftImg8bit\train\jena\jena_000082_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000082_000019_gtFine_labelIds.png,train,905194,197536,848475,1722,20403,41890,80416,1516
..\data\leftImg8bit\train\jena\jena_000083_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000083_000019_gtFine_labelIds.png,train,810423,217179,894081,3508,45271,44179,62859,19652
..\data\leftImg8bit\train\jena\jena_000084_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000084_000019_gtFine_labelIds.png,train,762317,188252,1018123,6555,30963,23257,61629,6056
..\data\leftImg8bit\train\jena\jena_000085_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000085_000019_gtFine_labelIds.png,train,1136216,48106,701030,1709,81265,36012,83577,9237
..\data\leftImg8bit\train\jena\jena_000086_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000086_000019_gtFine_labelIds.png,train,1033534,0,726844,8945,72710,96939,26108,132072
..\data\leftImg8bit\train\jena\jena_000087_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000087_000019_gtFine_labelIds.png,train,876492,0,742809,0,395319,0,10107,72425
..\data\leftImg8bit\train\jena\jena_000088_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000088_000019_gtFine_labelIds.png,train,978564,0,930278,303,57587,40695,53469,36256
..\data\leftImg8bit\train\jena\jena_000089_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000089_000019_gtFine_labelIds.png,train,144183,859263,113119,29063,825454,30531,44700,50839
..\data\leftImg8bit\train\jena\jena_000090_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000090_000019_gtFine_labelIds.png,train,130331,899911,596385,42792,154922,76768,156828,39215
..\data\leftImg8bit\train\jena\jena_000091_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000091_000019_gtFine_labelIds.png,train,120209,911040,272678,21335,506969,59714,54153,151054
..\data\leftImg8bit\train\jena\jena_000092_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000092_000019_gtFine_labelIds.png,train,140044,757822,203497,23335,576966,39672,78536,277280
..\data\leftImg8bit\train\jena\jena_000093_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000093_000019_gtFine_labelIds.png,train,251743,502981,380605,23657,657163,43763,0,237240
..\data\leftImg8bit\train\jena\jena_000094_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000094_000019_gtFine_labelIds.png,train,144347,828441,426625,62039,454175,60154,95568,25803
..\data\leftImg8bit\train\jena\jena_000095_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000095_000019_gtFine_labelIds.png,train,179485,903071,376777,38060,330938,210161,28006,30654
..\data\leftImg8bit\train\jena\jena_000096_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000096_000019_gtFine_labelIds.png,train,482185,614977,755080,53953,109680,61346,3577,16354
..\data\leftImg8bit\train\jena\jena_000097_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000097_000019_gtFine_labelIds.png,train,381224,700786,586150,72797,293900,51890,5553,4852
..\data\leftImg8bit\train\jena\jena_000098_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000098_000019_gtFine_labelIds.png,train,156916,566199,589316,2142,753880,0,28699,0
..\data\leftImg8bit\train\jena\jena_000099_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000099_000019_gtFine_labelIds.png,train,117074,607717,331604,9324,665612,0,0,365821
..\data\leftImg8bit\train\jena\jena_000100_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000100_000019_gtFine_labelIds.png,train,216500,793711,358432,2937,675719,1120,297,48436
..\data\leftImg8bit\train\jena\jena_000101_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000101_000019_gtFine_labelIds.png,train,124113,1048672,598764,8243,171382,53894,31636,60448
..\data\leftImg8bit\train\jena\jena_000102_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000102_000019_gtFine_labelIds.png,train,130211,944069,286711,52213,597596,10109,76243,0
..\data\leftImg8bit\train\jena\jena_000103_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000103_000019_gtFine_labelIds.png,train,140584,907510,344411,7835,637589,14468,32697,12058
..\data\leftImg8bit\train\jena\jena_000104_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000104_000019_gtFine_labelIds.png,train,136537,936772,106310,54283,730887,93326,487,38550
..\data\leftImg8bit\train\jena\jena_000105_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000105_000019_gtFine_labelIds.png,train,125650,543299,117922,58107,673252,45576,415304,118042
..\data\leftImg8bit\train\jena\jena_000106_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000106_000019_gtFine_labelIds.png,train,122704,935056,286943,26830,445189,257011,8174,15245
..\data\leftImg8bit\train\jena\jena_000107_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000107_000019_gtFine_labelIds.png,train,141594,946240,895893,2129,25016,58572,0,27708
..\data\leftImg8bit\train\jena\jena_000108_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000108_000019_gtFine_labelIds.png,train,206407,846631,406362,51514,318721,104478,2948,160091
..\data\leftImg8bit\train\jena\jena_000109_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000109_000019_gtFine_labelIds.png,train,118959,865670,555058,5976,222270,75026,3401,250792
..\data\leftImg8bit\train\jena\jena_000110_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000110_000019_gtFine_labelIds.png,train,122475,718284,757276,2453,138171,84993,42046,231454
..\data\leftImg8bit\train\jena\jena_000111_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000111_000019_gtFine_labelIds.png,train,114825,679687,851031,19173,343644,32948,52449,3395
..\data\leftImg8bit\train\jena\jena_000112_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000112_000019_gtFine_labelIds.png,train,123858,439170,432941,3173,985013,62523,19431,31043
..\data\leftImg8bit\train\jena\jena_000113_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000113_000019_gtFine_labelIds.png,train,238417,659845,463428,11710,457530,139447,452,126323
..\data\leftImg8bit\train\jena\jena_000114_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000114_000019_gtFine_labelIds.png,train,227980,633827,228397,2752,553588,104901,0,345707
..\data\leftImg8bit\train\jena\jena_000115_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000115_000019_gtFine_labelIds.png,train,341691,598188,59134,3986,623956,49735,3194,417268
..\data\leftImg8bit\train\jena\jena_000116_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000116_000019_gtFine_labelIds.png,train,126051,933581,792874,25571,80722,98988,572,38793
..\data\leftImg8bit\train\jena\jena_000117_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000117_000019_gtFine_labelIds.png,train,119053,938868,554003,12667,241141,149218,8995,73207
..\data\leftImg8bit\train\jena\jena_000118_000019_leftImg8bit.png,..\data\gtFine\train\jena\jena_000118_000019_gtFine_labelIds.png,train,164211,864774,451928,24563,322409,71400,1699,196168
..\data\leftImg8bit\train\krefeld\krefeld_000000_000108_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_000108_gtFine_labelIds.png,train,270445,820014,210676,2267,724151,16081,114,53404
..\data\leftImg8bit\train\krefeld\krefeld_000000_000316_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_000316_gtFine_labelIds.png,train,228221,671154,230445,4297,523060,15806,859,423310
..\data\leftImg8bit\train\krefeld\krefeld_000000_000442_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_000442_gtFine_labelIds.png,train,233755,621635,337508,1586,355965,23207,0,523496
..\data\leftImg8bit\train\krefeld\krefeld_000000_000926_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_000926_gtFine_labelIds.png,train,391377,718098,621033,10240,242512,8612,12430,92850
..\data\leftImg8bit\train\krefeld\krefeld_000000_001566_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_001566_gtFine_labelIds.png,train,300532,702606,342015,3701,406001,8721,0,333576
..\data\leftImg8bit\train\krefeld\krefeld_000000_001908_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_001908_gtFine_labelIds.png,train,236691,981156,429021,10545,395064,15686,2856,26133
..\data\leftImg8bit\train\krefeld\krefeld_000000_002083_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_002083_gtFine_labelIds.png,train,264332,860163,303167,5912,407191,21989,1916,232482
..\data\leftImg8bit\train\krefeld\krefeld_000000_003096_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_003096_gtFine_labelIds.png,train,239501,803986,588742,13905,311254,54833,17505,67426
..\data\leftImg8bit\train\krefeld\krefeld_000000_003707_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_003707_gtFine_labelIds.png,train,258860,756686,415532,40830,525253,28486,0,71505
..\data\leftImg8bit\train\krefeld\krefeld_000000_003937_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_003937_gtFine_labelIds.png,train,252711,699542,523436,19478,267525,92910,14340,227210
..\data\leftImg8bit\train\krefeld\krefeld_000000_004447_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_004447_gtFine_labelIds.png,train,238657,877524,787238,16515,2621,117172,16310,41115
..\data\leftImg8bit\train\krefeld\krefeld_000000_004608_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_004608_gtFine_labelIds.png,train,250039,948965,713740,35919,0,88932,5877,53680
..\data\leftImg8bit\train\krefeld\krefeld_000000_005252_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_005252_gtFine_labelIds.png,train,251148,949617,396515,17145,322435,59367,501,100424
..\data\leftImg8bit\train\krefeld\krefeld_000000_005503_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_005503_gtFine_labelIds.png,train,293786,932126,116475,35043,409787,270435,2847,36653
..\data\leftImg8bit\train\krefeld\krefeld_000000_006274_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_006274_gtFine_labelIds.png,train,291863,883188,323787,46288,522868,6469,7945,14744
..\data\leftImg8bit\train\krefeld\krefeld_000000_006686_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_006686_gtFine_labelIds.png,train,227180,730429,668340,740,49712,61960,0,358791
..\data\leftImg8bit\train\krefeld\krefeld_000000_007325_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_007325_gtFine_labelIds.png,train,246900,875523,748581,35147,37991,64331,22079,66600
